text,classificacao
RT @freitaszZZ: Às vezes só queria desaparecer porque sinto que ninguém ia querer saber,comportamental
RT @MirezAlex: No sé cómo hacen algunos autores para tener 40 libros. A mí 1 nada más me pone a sufrir llorar estresarme lamentarme arr…,comportamental
RT @freitaszZZ: Às vezes só queria desaparecer porque sinto que ninguém ia querer saber,comportamental
RT @freitaszZZ: Às vezes só queria desaparecer porque sinto que ninguém ia querer saber,comportamental
não consegui pq o bangtan segurou minha mão bem forte e me impediu de falecer. e mesmo estando morta por dentro el… https://t.co/7L7rzcQaDt,comportamental
E se você recebesse a notícia que a pessoa que vc ama tivesse acabado de falecer?
O que vc iria fazer? Nada!
quanta… https://t.co/IWycb6T6ex,comportamental
Ia cometer outro erro a responder a uma conta de sportinguistas..

Eu devo tar a querer falecer ou assim,comportamental
@vivdolp vc foi? essa banda me faz querer falecer,comportamental
Sem querer eu fiz uma thread sobre empoderamento e padrões de beleza. Apesar dos erros gramaticais e de pontuação… https://t.co/dWw3BYS4iw,comportamental
todo dia isa tendo um sonho diferente que faz ela querer morrer,comportamental
A única coisa que cai bem no meu estômago sem me fazer querer morrer é chocolate :),comportamental
Se não for uma viadagem sem tamanho o jeito é eu desistir de querer morrer por ingerir dipirona,comportamental
RT @lipe_mendoncaa: Cara vindo pra casa vi 3 acidentes queria ser um dos mortos. Nada contra eu querer viver mas a vontade de morrer ain…,comportamental
eu so quero morrer cara no inicio que eu comecei a querer isso eu pensei que ia ser algo passageiro mas nao ja va… https://t.co/7wrzK24vFp,comportamental
na minha proxima vida eu nao quero ser stan de nada peli amor de deus nao aguento mais querer dropar tudo por morrer de boiolice 24/7,comportamental
Só falta começar uma crise aqui perfeito pra eu querer morrer de vez,comportamental
RT @MonaQueridinha: Vai morrer com essa frustração de querer me atingir e não conseguir maior é aquele que me põe de pé a cada amanhecer.,comportamental
RT @bivolt_mc: As vezes eu fico num fundo do posso me sentindo um nada sem querer sair da cama ou ir trabalhar só quero chorar e morrer.…,comportamental
tão seca e cansada por dentro que eu vejo algumas situações que antes eu iria querer morrer e hj eu só deixo aconte… https://t.co/UBi31xDHxs,comportamental
RT @sadstationbr: Teu amor diminui minha vontade de querer morrer,comportamental
RT @_lorrainesz_: "teu amor diminuí minha vontade de querer morrer",comportamental
@tnagefantasy oi meninas tudo bom o tutorial de hoje é como querer morrer a todo momento mas continuar vivendo na força do ódio,comportamental
Minha mãe ta chorando pq eu sem querer dormi ai ela ta chorando falando q to fdz ela ficar louca pra ela morrer q t… https://t.co/h7fEFakKxz,comportamental
@enaulandlion Sim cara ele basicamente jogou o diploma dele no lixo quando começou a querer me fazer arrumar um n… https://t.co/xt7QuQtoiB,comportamental
RT @antuness1893: Só quero chorar e desaparecer durante uns bons tempos,comportamental
RT @antuness1893: Só quero chorar e desaparecer durante uns bons tempos,comportamental
@DeusThuris Marca para você livre decidir so menos o mais sem influências externas se quer ficar do meu lado. Por… https://t.co/mpIShKqES5,comportamental
RT @fckfast: não quero conversar só quero desaparecer,comportamental
agora vou é desaparecer um tempo e pensar no que é o melhor para mim e no que quero na vida se quero sofrer ou se quero ficar feliz,comportamental
eu to muito estressada só quero gritar e sumir dessa porra mas calma opa respira se você desaparecer vai ter comem… https://t.co/BEpNMrnYa7,comportamental
a man eu to me sentindo a PIOR renjun utted do MUNDO pqp. eu NUNCA fiz nenhum vídeozinho textinho e desenho pra… https://t.co/OJccXKMzly,comportamental
não quero conversar só quero desaparecer,comportamental
RT @vidalmb_: as vezes eu só quero sumir desaparecer,comportamental
quero sumir desaparecer perder meu rumo sla mano,comportamental
RT @_powerpuffbitch: ai to mal quero desaparecer,comportamental
Hj entendi q eu sou a culpada de todas as merdas ajudo e faco tudo pelas pessoas e sou retribuida com traições  f… https://t.co/FoMopb463H,comportamental
quero desaparecer,comportamental
ai to mal quero desaparecer,comportamental
Só quero desaparecer daqui 😭,comportamental
Quero muito te conhecer mas tive um problema com andrey antes dele falecer.. — Se for quem eu to pensando vai fica… https://t.co/92KMg7BflA,comportamental
Eu disse q já aceitei a cor do meu cabelo mas eu ainda n sei só quero falecer,comportamental
Eu quero falecer real hoje,comportamental
Eu quero falecer de amor https://t.co/9NFNavf4ZH,comportamental
@purobrotinho meu pescoço que era aonde machucou ta piorando então assim
quero falecer,comportamental
RT @vulgomorenaaa: a dor que eu sentir quando o médico disse pra mim e meus irmãos antes do meu pai falecer que a única resposta que daria…,comportamental
a dor que eu sentir quando o médico disse pra mim e meus irmãos antes do meu pai falecer que a única resposta que d… https://t.co/QN8a3DGAyR,comportamental
Tô morrendo de sede na van e não tem ngm pra me dar água quero falecer,comportamental
quero falecer,comportamental
meu pai eu sempre venho pra terapia esse horário e nunca tem ninguém. hoje eu cheguei e simplesmente tem 4 pessoas e eu quero falecer.,comportamental
quero agradecer a todos que ajudaram e torceram por Joe.
infelizmente ele veio a falecer hoje mas sei que ele está… https://t.co/cqvJlkXi08,comportamental
Quero falecer,comportamental
eu só quero q chegue logo o dia de ir p clube senão eu vou falecer,comportamental
#DoacaoDeOrgaos  

quero doar meus órgãos quando eu falecer so se eu morrer d morte normal. Se eu morrer com um ti… https://t.co/C46Axao0u1,comportamental
eu quero:

sumir morrer desaparecer falecer dormir e não acordar mais ter um sono profundo escafeder descamp… https://t.co/rfK0N0qscD,comportamental
RT @agenciapublica: Maria Márcia não vê o filho há quatro meses. Ela está certa de que vai morrer por denunciar atividades ilegais de fazen…,comportamental
@LetGuedess2 @eimulherofc Ai quero morrer kkkkkkkkkkkkkkkkk,comportamental
RT @liviatheo_: Quando eu morrer não quero saber de algodão no meu nariz não Isso me dá falta de AR!,comportamental
Brasilzão veio sem porteira... 🤓😟😕☹️😞😔 https://t.co/b3N0PLovB0,comportamental
RT @fiscaldoibama: "Márcia vem sofrendo ameaças constantes por causa de denúncias que fez contra a exploração ilegal de recursos naturais (…,comportamental
Eu to em todas as coreografias que fecharam até agora eu quero morrer,comportamental
RT @fiscaldoibama: "Márcia vem sofrendo ameaças constantes por causa de denúncias que fez contra a exploração ilegal de recursos naturais (…,comportamental
acordei quero morrer,comportamental
RT @Andresaaaa__: [4/9 01:19] Luize♥️: to na ligação com meu futuro namorado
[4/9 01:19] Luize♥️: já xoxei muito a ***** na ligação
[4/9 01…,comportamental
Quando eu morrer não quero saber de algodão no meu nariz não Isso me dá falta de AR!,comportamental
RT @fiscaldoibama: "Márcia vem sofrendo ameaças constantes por causa de denúncias que fez contra a exploração ilegal de recursos naturais (…,comportamental
RT @fiscaldoibama: "Márcia vem sofrendo ameaças constantes por causa de denúncias que fez contra a exploração ilegal de recursos naturais (…,comportamental
outubro chegando eu quero morrer,comportamental
RT @fkhppyy: eu to tão cansada cheguei numa fase que eu desisti de mim mesma nada mais me surpreende eu literalmente só quero morrer,comportamental
Eu quero morrer,comportamental
Obrigado a todos que curtiram mas a promoção se encerrou duas horas depois que eu postei. Quem venceu tinha postado… https://t.co/pyzKQUqFdR,comportamental
RT @_flamengaco: - VASCO SEM LUZ EM SÃO JANUÁRIO

- BOTAFOGO SEM ÁGUA NO ENGENHÃO

- FLUMINENSE NA ZONA DE REBAIXAMENTO COM SÉRIOS RISCOS D…,comportamental
@Pedro9oficial Escapou de ser rebaixado e ainda vai receber em dia tu é pica mesmo. Boa sorte Pedrão!!,comportamental
carro rebaixado baby
só os cabeça do meu lado
linda eu quando canto.......
da varanda observando a vista loca da q… https://t.co/0UycnNjZdD,comportamental
RT @Lu_Garcia1914: Paysandu 4x0 Atlético Acreano 

"Ain bater em time rebaixado é fácil" 

Dias depois..... 

Atlético Acreano 2x1 remo…,comportamental
RT @_flamengaco: - VASCO SEM LUZ EM SÃO JANUÁRIO

- BOTAFOGO SEM ÁGUA NO ENGENHÃO

- FLUMINENSE NA ZONA DE REBAIXAMENTO COM SÉRIOS RISCOS D…,comportamental
RT @_flamengaco: - VASCO SEM LUZ EM SÃO JANUÁRIO

- BOTAFOGO SEM ÁGUA NO ENGENHÃO

- FLUMINENSE NA ZONA DE REBAIXAMENTO COM SÉRIOS RISCOS D…,comportamental
RT @_flamengaco: - VASCO SEM LUZ EM SÃO JANUÁRIO

- BOTAFOGO SEM ÁGUA NO ENGENHÃO

- FLUMINENSE NA ZONA DE REBAIXAMENTO COM SÉRIOS RISCOS D…,comportamental
RT @_flamengaco: - VASCO SEM LUZ EM SÃO JANUÁRIO

- BOTAFOGO SEM ÁGUA NO ENGENHÃO

- FLUMINENSE NA ZONA DE REBAIXAMENTO COM SÉRIOS RISCOS D…,comportamental
RT @_flamengaco: - VASCO SEM LUZ EM SÃO JANUÁRIO

- BOTAFOGO SEM ÁGUA NO ENGENHÃO

- FLUMINENSE NA ZONA DE REBAIXAMENTO COM SÉRIOS RISCOS D…,comportamental
RT @_flamengaco: - VASCO SEM LUZ EM SÃO JANUÁRIO

- BOTAFOGO SEM ÁGUA NO ENGENHÃO

- FLUMINENSE NA ZONA DE REBAIXAMENTO COM SÉRIOS RISCOS D…,comportamental
RT @_flamengaco: - VASCO SEM LUZ EM SÃO JANUÁRIO

- BOTAFOGO SEM ÁGUA NO ENGENHÃO

- FLUMINENSE NA ZONA DE REBAIXAMENTO COM SÉRIOS RISCOS D…,comportamental
RT @_flamengaco: - VASCO SEM LUZ EM SÃO JANUÁRIO

- BOTAFOGO SEM ÁGUA NO ENGENHÃO

- FLUMINENSE NA ZONA DE REBAIXAMENTO COM SÉRIOS RISCOS D…,comportamental
RT @_flamengaco: - VASCO SEM LUZ EM SÃO JANUÁRIO

- BOTAFOGO SEM ÁGUA NO ENGENHÃO

- FLUMINENSE NA ZONA DE REBAIXAMENTO COM SÉRIOS RISCOS D…,comportamental
RT @_flamengaco: - VASCO SEM LUZ EM SÃO JANUÁRIO

- BOTAFOGO SEM ÁGUA NO ENGENHÃO

- FLUMINENSE NA ZONA DE REBAIXAMENTO COM SÉRIOS RISCOS D…,comportamental
queria ter alguém que me respondesse na mesma intensidade que eu kk sou insuportável e ninguém atura kkk só sirvo… https://t.co/gadnCKSmgC,comportamental
Odeio conhecer gente nova pq 1°sempre sinto que sou um estorvo na vida da pessoa (mas isso é p das antigas tbm entã… https://t.co/owcsgKcEVL,comportamental
a feia e desinteressante que eh timida e nao tem utilidade nenhuma imprestavel e substituivel eu sou so um estorv… https://t.co/1EW14WVjRR,comportamental
Eu falando que n vou mais beber a Geovana e o Diego concordando. Sou um estorvo para os meus amigos. https://t.co/UGRXdkS3sF,comportamental
oi gente hj teve competição na escola e se eu tivesse pego a bola a gente ganharia mas eu sou um estorvo e não pegu… https://t.co/JpcQsgCh3h,comportamental
Eu sou um estorvo,comportamental
puts mas eu sou um estorvo,comportamental
Me provoque na batalha vai aguça meu instinto.
Pois eu sou superior vocês não passam de um estorvo
Minha fera dilac… https://t.co/O7DwYwKTCy,comportamental
vo mi mata 
vo mi mata 
vou dar um fim a pessoa que destruiu minha familia 
a este estorvo que sou eu,comportamental
caralho sinto q sou um estorvo na vida das pessoas e faço elas se afastarem.....,comportamental
RT @Takane_Desuu: Todo dia eu acordando pensando que cada vez mais eu sou um estorvo e incômodo diferente,comportamental
RT @Mambanegraaa_: NÃO TO SUPORTANDO MAIS A MINHA VIDA eu sou definitivamente um estorvo pro mundo,comportamental
NÃO TO SUPORTANDO MAIS A MINHA VIDA eu sou definitivamente um estorvo pro mundo,comportamental
Todo dia eu acordando pensando que cada vez mais eu sou um estorvo e incômodo diferente,comportamental
eu sou um estorvo até na vida dos meus pais. triste :(,comportamental
Eu sou um fardo as vezes fueda,comportamental
RT @fourcatsfriends: Eu sou um fardoli te ral men te,comportamental
RT @larrystblowjob: @OliveiraKlaivin É um fardo e tanto ter o mundo ao meu lado. Eu sou completamente apaixonada por você Klaivin ♥️,comportamental
@OliveiraKlaivin É um fardo e tanto ter o mundo ao meu lado. Eu sou completamente apaixonada por você Klaivin ♥️,comportamental
Eu sou um fardoli te ral men te,comportamental
eu não sou piscina pra tu se jogar de prima mas isso é só um teste pra ver se eu honro o fardo firme e forte cafajeste.,comportamental
@blogueiiriinha @antesdedarruim Estou mal porque eu sou um fardo,comportamental
@lariellens @rosiesluv desculpa se eu sou um fardo pra você.,comportamental
sinto q sou um fardo nessa casa i'm crying,comportamental
e agora recebi notícias maravilhosas q só me faz concluir o quanto Deus é perfeito e está sempre do meu lado! sou g… https://t.co/VwwkY9Ki7f,comportamental
eu fico carregando esse fardo pra não deixar minha mãe sozinha com as contas mas não tô aguentado msis é muito pic… https://t.co/M72jyv5qXw,comportamental
eu sem usar drogas ja sou um fardo pqp https://t.co/0dUaV0COtq,comportamental
eu sou legal quando to de boa mas quando to triste sou a pessoa mais sem graça do mundo e eles ainda têm que fica… https://t.co/gAy0ey3qGv,comportamental
eu sou um fardo na vida das pessoas e sei perfeitamente disso,comportamental
EU SWI QUE SOU UM FARDO PRA VOCE :( https://t.co/PGGmvYiFuc,comportamental
sentindo q sou um incomodo vou eh dormir,comportamental
RT @vanteisv: @pjiminprince independente do fato deles mostrarem que gostam muito de mim e me apoiarem em diversas coisas eu ainda sinto q…,comportamental
Sempre sinto que sou um incômodo... https://t.co/YLRv6a1WtR,comportamental
Culpado sou eu sou desinteressante e incomodo mt gente com as minhas brincadeiras infantis tenho me tornado um am… https://t.co/nReADO80Hk,comportamental
eu não gosto deles. Talvez pq sei que sou um incomodo ou pq eles não me dão confiança eu sempre não sou o suficie… https://t.co/FIdtRKNyR1,comportamental
RT @lmjarcade: eu sou um incomodo na vida das pessoas,comportamental
eu sou um incomodo na vida das pessoas,comportamental
RT @bruna_gpes: a pior coisa que gosto de sentir é que sou um incomodo para alguém,comportamental
todos os dias eu sinto issopor mais q me falam q n eh nada eu percebo q sou um incomodo https://t.co/xZGhrSN0X4,comportamental
RT @milenafraga19: Odeio ter a sensação de que sou um incômodo na vida da pessoa. Horrível demais,comportamental
RT @milenafraga19: Odeio ter a sensação de que sou um incômodo na vida da pessoa. Horrível demais,comportamental
Odeio ter a sensação de que sou um incômodo na vida da pessoa. Horrível demais,comportamental
eu sinto q sou um incômodo as vezes,comportamental
eu sou um incômodo.,comportamental
pq parece que eu sou um incômodo pras pessoas? :((,comportamental
odeio sentir q sou um peso p td mundo odeio boe,comportamental
"Sou um gordo mas um gordo com responsabilidade" essa frase tirou o peso da consciência e vou comer um xizão hj olhando o tricolor kkkkkkk,comportamental
nunca mais falo de problema nenhum aqui nunca mais converso com ninguém sobre não quero incomodar ngm nem sequer… https://t.co/PiXW0piWNG,comportamental
puts siiim eu conversava sobre isso agorinha com um amigo meu. às vezes parece que eu sou um peso e que as pesso… https://t.co/xNu0o0CEX7,comportamental
Odeio sentir que sou um peso na vida das pessoas..,comportamental
Mas achava que era besteira minha e deixava pra lá. Conversar com várias outras lésbicas que se sentiram/sentem da… https://t.co/acDuNMGbto,comportamental
Eu falo mt baixo sou mt julgada mas é um peso que vou ter que carregar!,comportamental
Eu posso ter perdido várias amizades do ano passado pra cá mas eu n trocaria as que eu tenho por nada sério elas t… https://t.co/h3SlE95cPz,comportamental
as duas pessoas q cvs cmg na dm já estão se distanciando de mim pq eu n consigo mais interagir com nd.
eu ando sem… https://t.co/GATA8UNnJ2,comportamental
to percebendo q sou um peso na vida de td mundo q é meu " amigo ",comportamental
Baita vontade de dar um basta na minha vida não aguento mais carregar o peso do que eu sou e das coisas que sinto.,comportamental
RT @guiadaporDeus2_: Ninguem se importa comigo e eu sou um peso p todos q estão ao meu redor,comportamental
RT @anclaraan: Ah mano ultimamente eu ando tao.
 pra baixo ai mts coisas ajudam mais as vezes eu sinto q sou um peso q sla eu não existo…,comportamental
no mesmo ano que descobri o feminismo ele também me levou pra Cuba numa mística viagem de férias mas que pra mim… https://t.co/vMkYYgdDZ1,comportamental
EU AQUI FAZENDO NADA MSM ...SO PRA NUM SER UM PESO MORTO (JA SOU) VOU AJUDAR NA VOTAÇÃO
#ARMY 
#BoyWithLuv 
#MPN 
M… https://t.co/cu5eFVQa9J,comportamental
Insônia (s.f)
falta de sono; dificuldade prolongada e anormal para adormecer; incapacidade de dormir adequadamente; assonia insonolência.,fisiologico
As noites de domingo e a dificuldade de adormecer. 😓,fisiologico
Eu falando pra Gabi que tinha dificuldade em dormir
Ela: amiga vc já dormiu no meio de uma conversa nossa literal… https://t.co/0jWI1B4ITd,fisiologico
crise de pânico à tarde dificuldade pra terminar o trabalho mas eu NÃO vou desistir pq abriu uma loja de brownie pe… https://t.co/BDP7jtTXQ6,fisiologico
@felipeneto TE DIGO O MESMO. 

Antes eu tinha muita dificuldade pra dormir por conta da ansiedade. Agora toda noite… https://t.co/P8UGQNBibU,fisiologico
todo dia digo q vou dormir cedo pra não ter dificuldade pra acordar de manhã e olha a hora....... me levanto às 6........,fisiologico
eu e minha dificuldade de conseguir dormir,fisiologico
eu apago até 22h toda vez que chego da faculdade pra volta a dormir meia noite e ainda assim acordo com muita dific… https://t.co/T8kNayWL7l,fisiologico
Sentir-se inquieto ou ter problemas para ficar sentado
Dificuldade de concentração lembrança ou tomada de decisões… https://t.co/EWndPW4ODL,fisiologico
Tô morrendo de ódio que parece que voltei a rotina de terceiro ano fico com dificuldade de dormir consequentement… https://t.co/fH0ftzoS8V,fisiologico
Desafio de Setembro VS Eu preciso dormir(sim eu tenho dificuldade pra dormir),fisiologico
Diz q tem dificuldade de dormir sem mim mas mal deitou e capotou 😕,fisiologico
Fodasse.
Parei de beber.
Tomar no cu também.
Dor na lombar cartilagem dos dois joelhos fudidas dificuldade pra dormir.,fisiologico
@jornalextra Nossa! Que dificuldade tamanha não vou nem conseguir dormir de tamanha preocupação.,fisiologico
Mariana Alvarenga fala da dificuldade de ter que trabalhar pra ganhar o próprio dinheiro: “Não pode dormir até 12:0… https://t.co/JclSVyjw7d,fisiologico
Se estou acordado quero dormir
Se durmo não quero acordar
E às vezes tenho dificuldade de identificar qual estado e… https://t.co/z51piR2kT3,fisiologico
como foi o pós-operatório da tua cirurgia?? — incrível!! a única coisa que eu tinha dificuldade era em ajeitar a po… https://t.co/drrHpMLgZE,fisiologico
Bebi chorei ouvi Maria Bethânia fumei demais tive insônia e excesso de sono falta de apetite e apetite em exce… https://t.co/2VxHzyvgGo,fisiologico
febre
renite
sinusite
nariz entupindo
dor no corpo
dor de cabeça
falta de apetite 
e agora dor de dente

podem me enterrar pq eu ja to morta,fisiologico
@parkjdeus dor no corpo fraqueza febre dor atrás dos olhos cabeça latejando e acho que falta de apetite,fisiologico
essa falta de apetite me fodendo firme só comi um salgado hj e n to conseguindo jantar,fisiologico
falta de apetite é uma mrd tu sente fome mas n vontade de comer,fisiologico
nada pode ser mais estranho do que a minha falta de apetite hoje,fisiologico
outra borboletinha pra mim pq estou com falta de apetite nada está passando na minha garganta se ingeri 150kcal foi… https://t.co/P08rhWgMO3,fisiologico
@dudarezendes a minha não pq eu smp esquecia de tomar vários dias então nem regulava nada. esse não me dá espinha n… https://t.co/KXqE6y24kr,fisiologico
Estou com uma falta de apetite faz tempo. Muito ruim não sentir fome pois perdi um dos prazeres que mais amo que é comer.,fisiologico
Falta de apetite é muito ruimmmmm to o dia todo de jejum sem vontade nenhuma de comer nada,fisiologico
to com falta de apetite uhul,fisiologico
Toda falta de apetite de quando tava doente voltou com força kkkkkkk,fisiologico
Ruim do estômago e com falta de apetite hoje só comi um lanche e nem bebi água pq perdi minha garrafinha jaja eu venho a óbito se preparem,fisiologico
Enjoo e falta de apetite temos,fisiologico
@_danisevc Febre alta que não passa dor muscular mal estar falta de apetite dor de cabeça manchas vermelhas no corpo.,fisiologico
RT @PatCaricch: Sem luz: São Januário tem energia cortada por falta de pagamento
Estádio vascaíno teve o fornecimento suspenso na manhã des…,fisiologico
@camilanogui Você é uma pessoa tão madura e passa uma energia tão boa! Sinto uma falta imensa dos nossos dias na 3M… https://t.co/7vefJtoOcT,fisiologico
@josedanielp10 @GabrielRoug Tal vez la falta de alimentarse bien tenga algo que ver. Eso te quita energía si es que no sabías.,fisiologico
@IMTalca Le falta más energía a la animadora parece que anda con sueño o ganas de nada,fisiologico
@TN5Telenoticias Aquí :Problemas de Agua Energía Eléctrica Dengue Influenza cosechas pérdidas por falta de Lluvi… https://t.co/SAPxvUewGW,fisiologico
RT @futtmais: NO ESCURO!

São Januário tem energia cortada por falta de pagamento. https://t.co/toy9dfi1p8,fisiologico
RT @futtmais: NO ESCURO!

São Januário tem energia cortada por falta de pagamento. https://t.co/toy9dfi1p8,fisiologico
RT @lockpasoporto: Y le cortaron la energía eléctrica a FUNGLODE por falta de pago. ¿Entonces el león tampoco paga la luz? ¿Es para eso que…,fisiologico
RT @futtmais: NO ESCURO!

São Januário tem energia cortada por falta de pagamento. https://t.co/toy9dfi1p8,fisiologico
RT @futtmais: NO ESCURO!

São Januário tem energia cortada por falta de pagamento. https://t.co/toy9dfi1p8,fisiologico
RT @lancenet: NO ESCURO! 💡❌🏟️

São Januário tem energia cortada por falta de pagamento https://t.co/PhBSjMpoZS #lancenet https://t.co/8F4PC…,fisiologico
@Alexand09940590 @rapfalando @vitxria_ A energia elétrica de São Januário foi religada. Segundo a Ligth em contato… https://t.co/s0RpYtkws8,fisiologico
RT @valenitica: y ya me estaba olvidando
de usar la vida para amar
la energía la tenemos
pero a mí me falta un poco más,fisiologico
y ya me estaba olvidando
de usar la vida para amar
la energía la tenemos
pero a mí me falta un poco más,fisiologico
RT @lockpasoporto: Y le cortaron la energía eléctrica a FUNGLODE por falta de pago. ¿Entonces el león tampoco paga la luz? ¿Es para eso que…,fisiologico
@BrazilFight Cada um tem sua fé. Quem quiser aplaudir esse ato desse senhor vestido de branco que faça agora se me… https://t.co/Wu9eG8F8ZK,fisiologico
Eu sou muito esfomeada começo beber cerveja ja fico morta de fome chega o petisco já acho que é janta kkkkkkkk só… https://t.co/hbESxdB9T6,fisiologico
Parece que meu organismo ta querendo compensar a falta de comida que passei depois de operar eu to literalmente TODA HORA com fome,fisiologico
estava morrendo de fome e  do nd comecou a me dar falta de ar e me sinto cheia.. to em desespero ja,fisiologico
@gessyckagino Ela é taurina deve ser fome ou falta de carinho!!!!!,fisiologico
O Senhor e meu pastor e nada tenho falta!
              Salmos 24:1
Deus e meu tudo ele e quem me completa de fo… https://t.co/iwbo4EPiyl,fisiologico
@TheLucasLange Tava na terceira série e fiz um trabalho de colagem. Coloquei um feijão custando 1 cruzeiro hj e out… https://t.co/sN64COviTl,fisiologico
Tô com fome urrando desde as 9 e não consigo descobrir o quanto de proteína falta comer e o quanto ainda posso de carboidrato grrr,fisiologico
@SobralPeter @brasil247 Tem políticos que roubam mais de milhões e matam milhões também por causa da fome e falta d… https://t.co/uAONVDKgM2,fisiologico
Se eu fosse rica eu ia encher meus amigos de mimos 

Ia ser daquelas que dá presente caríssimo de aniversário

Tá c… https://t.co/608hRhEB1g,fisiologico
@CarlaZambelli17 Horrível!
Porém muitas mães ao invés de e-mails recebem seus filhos estuprados ou mortos em casa… https://t.co/n0aMmnzb6Y,fisiologico
@leitedemanga Mas eu não to julgando muito menos dizendo que é facil.
Estou dizendo que falta de aviso não foi. 
P… https://t.co/n3I4ihPXAP,fisiologico
RT @pedalmario: "A FALTA DE AMOR MATA MAIS DO QUE A FOME!"
(Santa Madre Teresa de Calcutá),fisiologico
@1laranjada Por mim falta e eles morrem de fome desnutridos rebanho de filadaputa,fisiologico
senhor q fome é essa q eu to tendo só falta comer os reboco das paredes daqui de casa,fisiologico
RT @isabelevlc: nao consigo me imaginar num mundo onde gosto de comer camarão,fisiologico
Eu nao consigo parar de comer,fisiologico
Já que não consigo dormir mais vou comer xD,fisiologico
RT @isabelevlc: nao consigo me imaginar num mundo onde gosto de comer camarão,fisiologico
Não consigo comer comida sem feijão,fisiologico
Deixei Messias comer tudo sozinho um açai de 700ml não consigo não desce de jeito nenhum coisas que não são de qualidade,fisiologico
de madrugada eu não consigo parar de comer,fisiologico
RT @oq_manu: não consigo controlar a minha vontade de comer chocolate toda hora,fisiologico
Não posso comer nada até 7h da manhã pq tenho que fazer exame mas eu só consigo pensar em comer 😭😭😭😭😭😭😭😭,fisiologico
Mamãe fez supermercado hoje e eu não consigo me controlar pra não comer de 30 em 30 min,fisiologico
RT @isabelevlc: nao consigo me imaginar num mundo onde gosto de comer camarão,fisiologico
Mesmo gastando em comida ainda consigo juntar alguma coisa ( mas real não me arrependo de comer o que eu quero),fisiologico
Eu não consigo parar de comer meu deus q isso,fisiologico
nao consigo me imaginar num mundo onde gosto de comer camarão,fisiologico
eu não tô comendo nada esses últimos dias me odeio por isso mas não consigo comer,fisiologico
Só sinto sono e exaustão aaaaaaaa a insônia com mil coisas pra fazer que não sai da cabeça vindo a galope,fisiologico
Uma coisa que levei a sério é o quanto o sono interfere no meu humor na minha saúde e como me sinto mal se não dor… https://t.co/9ULIxrWyzJ,fisiologico
Estou muito cansado tenho agenda para pregar até sabado gloria Deus domingo pela manhã dou aula na EBD a obra de Deus não para,fisiologico
Tem muito tempo que não tomo uma vodka acho que é por isso que to andando cansado,fisiologico
Tô muito cansado 😴,fisiologico
E assim eu to super bem com certeza na melhor das minhas fases nesses ultimos 3 anos. Sinto muito vcs mas é daqui pra melhor.,fisiologico
Talvez seja só paranóia mas estou sentindo que algumas pessoas estão bem estranhas cmg não sei explicar. E outras… https://t.co/xMdXpFFD56,fisiologico
Muito cansado pra uma mente só,fisiologico
Muito cansado :/,fisiologico
Eu sinceramente já tô cansado dessa histórinha de amigo segura que vai ser muito triste.🎭,fisiologico
RT @AlexyaBaixinha: Confesso q ando muito cansado sabe? Mas um cansaço diferente… Um cansaço de não querer mais reclamar de não querer pe…,fisiologico
Me sinto tão impotente triste e ansioso quando a insônia me pega de jeito. No outro dia passo o dia péssimo cansa… https://t.co/zlTwe8sDzz,fisiologico
to muito cansado pra acorda cedo amanha,fisiologico
Estou tão cansado que puta merda dia 26 tá muito longe vou antecipar,fisiologico
Rapaz sair do trampo cansado deixar de comer pra satisfazer a vontade da pessoa pra dar nisso? 
E muito tapa na c… https://t.co/kVQvo4W6hW,fisiologico
RT @AAndrade777: Cara o pessoal tá zuando muito o Fefito nos comentários do YouTube porque ele disse que se sente cansado (da política). 😂…,fisiologico
ando muito cansado com a faculdade mas pense numa satisfação tão grande que estou tendo nesse semestre... cada aul… https://t.co/fqp9EITGRn,fisiologico
@EurosportTV_Por medvedev nao vai ser nada facil apesar do desgaste fisico evidente tem segurado muito bem os jogo… https://t.co/8QLYLcqFt8,fisiologico
@_MarianaAmaral ai cara eu to feliz pelo que ele disse mas to triste porque ele poderia ter feito isso antes sabe… https://t.co/H1kdL3JUky,fisiologico
Os médicos perceberam que eu to muito desgastado,fisiologico
o que não sabem é que muitos dias estou muito desgastado querendo surtar desistir porém sempre lembro o que já c… https://t.co/oV8O93OoQM,fisiologico
RT @HugoL_Russo: Muito desgastado 😪,fisiologico
Eu tô desgastado mas tô buscando ainda sim conseguir oq eu quero
Eu olho pra um lado e eu posso largar tudo e ser u… https://t.co/QA2imtD3xj,fisiologico
Percebi que ando exausto emocionalmente  pois qq pico de emoção me deixa muito desgastado.,fisiologico
@erevilol Eu namoro mas tá tudo muito desgastado...já não me sinto tão bem e eu gosto dele ainda...A gente não com… https://t.co/uESonPqBy1,fisiologico
Muito desgastado 😪,fisiologico
@Rafa_midiasep Eu gosto do Felipão como treinador fez muito porém estava meio desgastado com esse grupo é os result… https://t.co/zs8p2OjPUS,fisiologico
@brunosprado De um cruzeirense o Mano é 10x melhor que o Felipao estrategista e otimo em mata-mata. No Cruzeiro e… https://t.co/O0vQkEujwD,fisiologico
@Palmeiras Aos palmeirenses um alento. Mano é muito melhor que Felipao estrategista de mata-mata grande chance d… https://t.co/zmnqFvUZ7D,fisiologico
